"TIF Number","TIF District","Report Year","Tax Allocation Fund Balance","Property Tax Increment - Current","Property Tax Increment - Cumulative","Interest - Current","Interest - Cumulative","Land/Building - Current","Land/Building - Cumulative","Bond - Current","Bond - Cumulative","Note - Current","Note - Cumulative","Municipal - Current","Municipal - Cumulative","Revenue from Other Sources","Revenue from Private Sources","Private - Current","Cash Expenses","Distribution of Surplus","Transfers - Municipal","Total Expenditure","Net Income","Fund Balance","Description of Debt Obligations","Amount of Original Debt Issuance","Amount Designated - Debt Obligations","Descriptions of Project Costs to be Paid","Amount Designated - Project Costs","Surplus/Deficit"
"T-100","Ohio/Wabash","2021","$2,114,098","$2,160,475","$28,449,723","$-16,735","$229,841","$0","$0","$0","$0","$0","$0","$0","$0",,"$0","$0","$2,047,110","$0","$0","$2,047,110","$96,630","$2,210,728","0","$0","$0","Restricted for future redevelopment project costs","$2,210,728","$0"
"T-101","Jefferson/Roosevelt","2021","$12,461,964","$12,452,939","$99,196,712","$89,946","$1,553,517","$0","$0","$0","$0","$0","$0","$0","$12,500,000",,"$0","$0","$528,113","$0","$0","$528,113","$12,014,772","$24,476,736","0","$0","$0","Restricted for future redevelopment project costs","$24,476,736","$0"
"T-102","Montclare","2021","$914,028","$318,031","$5,830,389","$109","$90,732","$0","$0","$0","$0","$0","$0","$0","$0",,"$0","$0","$265,330","$0","$0","$265,330","$52,810","$966,838","0","$0","$0","Restricted for future redevelopment project costs","$966,838","$0"
"T-103","Lake Calumet Area Industrial","2021","$17,295,939","$5,887,437","$59,153,795","$33,007","$1,713,506","$0","$0","$0","$0","$0","$0","$0","$4,284,000","$23,684","$0","$0","$378,001","$0","$4,512,000","$4,890,001","$1,030,443","$18,326,382","0","$0","$0","Restricted for future redevelopment project costs","$18,326,382","$0"
"T-104","River West","2021","$55,588,280","$28,981,551","$263,835,568","$-114,841","$6,792,655","$0","$1,825,083","$0","$0","$0","$0","$0","$0","$10,940","$0","$0","$1,193,168","$20,883,248","$0","$22,076,416","$6,790,294","$62,378,574","0","$0","$0","Restricted for future redevelopment project costs","$59,203,174","$3,175,400"
"T-105","53rd Street","2021","$8,157,334","$6,690,785","$43,096,652","$34,304","$839,401","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$1,247,727","$2,027,406","$0","$3,275,133","$4,253,739","$12,411,073","0","$0","$0","Restricted for future redevelopment project costs","$12,411,073","$0"
"T-106","Englewood Neighborhood","2021","$21,769,101","$3,096,110","$69,671,849","$14,361","$2,895,260","$0","$0","$0","$0","$0","$0","$0","$0","$750,000","$0","$0","$1,079,596","$0","$0","$1,079,596","$2,030,875","$23,799,976","0","$0","$0","Restricted for future redevelopment project costs","$23,799,976","$0"
"T-107","Division/Homan","2021","$9,898,971","$2,155,873","$22,543,417","$14,441","$977,048","$0","$0","$0","$0","$0","$0","$0","$0","$1,000,000","$0","$0","$2,379,229","$82,782","$0","$2,462,011","$-291,697","$9,607,274","0","$0","$0","Restricted for future redevelopment project costs","$9,607,274","$0"
"T-108","Humboldt Park Commercial","2021","$18,629,475","$5,775,568","$54,979,236","$28,385","$1,649,817","$0","$0","$0","$0","$0","$0","$0","$0","$1,191,271","$0","$0","$3,006,194","$0","$0","$3,006,194","$3,051,597","$21,681,072","0","$0","$0","Restricted for future redevelopment project costs","$21,681,072","$0"
"T-109","Lawrence/Broadway","2021","$22,645,516","$6,744,336","$63,180,740","$89,718","$2,067,313","$0","$0","$0","$0","$0","$0","$18,358,463","$60,058,148",,"$0","$0","$18,643,399","$0","$575,824","$19,219,223","$5,973,294","$28,618,810","0","$0","$0","Restricted for future redevelopment project costs","$28,482,510","$136,300"
"T-110","Wilson Yard","2021","$16,866,247","$11,806,561","$128,464,288","$-34,322","$2,183,680","$0","$0","$6,580,417","$6,580,417","$0","$0","$0","$20,473,465",,"$0","$0","$20,742,650","$0","$0","$20,742,650","$-2,389,994","$14,476,253","0","$0","$0","Restricted for future redevelopment project costs","$14,476,253","$0"
"T-111","105th/Vincennes","2021","$3,513,385","$1,311,739","$8,839,356","$9,525","$281,860","$0","$0","$0","$0","$0","$0","$0","$2,320,284",,"$0","$0","$55,979","$0","$0","$55,979","$1,265,285","$4,778,670","0","$0","$0","Restricted for future redevelopment project costs","$4,778,670","$0"
"T-112","79th/Southwest Highway","2021","$8,528,310","$1,847,884","$23,595,443","$16,768","$919,497","$0","$0","$0","$0","$0","$0","$0","$0","$1,523","$0","$0","$147,878","$0","$0","$147,878","$1,716,774","$10,245,084","0","$0","$0","Restricted for future redevelopment project costs","$10,245,084","$0"
"T-113","Roseland/Michigan","2021","$1,199,145","$632,237","$8,682,066","$-2,915","$185,009","$0","$0","$0","$0","$0","$0","$0","$0",,"$0","$0","$167,147","$0","$240,135","$407,282","$222,040","$1,421,185","0","$0","$0","Restricted for future redevelopment project costs","$1,421,185","$0"
"T-114","119th/Halsted","2021","$5,445,745","$1,036,352","$13,321,360","$6,849","$561,287","$0","$0","$0","$0","$0","$0","$0","$97,500","$873,905","$0","$0","$78,499","$0","$0","$78,499","$964,702","$6,410,447","0","$0","$0","Restricted for future redevelopment project costs","$6,410,447","$0"
"T-115","Chicago/Central Park","2021","$28,070,792","$6,863,575","$94,197,435","$65,201","$6,265,745","$0","$0","$0","$129,651,674","$0","$0","$5,036,857","$116,980,606","$3,168,157","$0","$0","$2,594,473","$0","$0","$2,594,473","$9,597,108","$37,667,900","0","$121,870,000","$5,267,959","Restricted for future redevelopment project costs","$32,399,941","$0"
"T-116","Lawrence/Pulaski","2021","$7,719,291","$2,517,725","$24,936,061","$11,042","$918,410","$0","$0","$0","$0","$0","$0","$0","$2,900,000",,"$0","$0","$380,411","$0","$0","$380,411","$2,148,356","$9,867,647","0","$0","$0","Restricted for future redevelopment project costs","$9,867,647","$0"
"T-117","47th/Ashland","2021","$9,276,724","$3,100,766","$42,913,933","$10,557","$1,708,308","$0","$0","$0","$19,970,981","$0","$0","$0","$2,431,313","$886,381","$0","$0","$2,585,005","$0","$0","$2,585,005","$612,710","$9,889,434","0","$18,675,000","$1,483,618","Restricted for future redevelopment project costs","$8,405,816","$0"
"T-118","47th/King Drive","2021","$36,405,678","$11,625,550","$124,047,064","$95,738","$3,707,755","$0","$0","$0","$0","$0","$0","$0","$0","$1,112","$0","$0","$299,110","$0","$0","$299,110","$11,422,178","$47,827,856","0","$0","$0","Restricted for future redevelopment project costs","$47,827,856","$0"
"T-119","Lakefront","2021","$1,822,713","$444,345","$4,942,145","$-2,879","$137,163","$0","$0","$0","$0","$0","$0","$0","$0","$1,025","$0","$0","$500,558","$170,974","$0","$671,532","$-230,066","$1,592,647","0","$0","$0","Restricted for future redevelopment project costs","$1,592,647","$0"
"T-121","47th/Halsted","2021","$15,975,740","$3,939,031","$49,109,562","$23,397","$1,826,976","$0","$0","$0","$0","$0","$0","$0","$3,950,064","$150","$0","$0","$1,177,635","$0","$0","$1,177,635","$2,784,793","$18,760,533","0","$0","$0","Restricted for future redevelopment project costs","$18,760,533","$0"
"T-123","Avalon Park/South Shore","2021","$2,603,203","$690,603","$9,680,844","$-6,442","$364,521","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$307,648","$0","$0","$307,648","$384,899","$2,988,102","0","$0","$0","Restricted for future redevelopment project costs","$2,988,102","$0"
"T-124","67th/Cicero","2021","$1,102,463","$673,712","$4,819,373","$-2,018","$125,240","$0","$0","$0","$0","$0","$0","$0","$3,284,023","$0","$0","$0","$460,720","$14,244","$0","$474,964","$196,730","$1,299,193","0","$0","$0","Restricted for future redevelopment project costs","$1,299,193","$0"
"T-125","119th/I-57","2021","$8,939,348","$2,951,978","$36,996,534","$584","$865,179","$0","$0","$0","$0","$0","$0","$0","$950,000","$1,000,000","$0","$0","$1,977,787","$0","$0","$1,977,787","$974,775","$9,914,123","0","$0","$0","Restricted for future redevelopment project costs","$9,914,123","$0"
"T-126","Madden/Wells","2021","$4,698,649","$1,621,528","$16,338,775","$9,832","$493,333","$0","$0","$0","$0","$0","$0","$0","$1,051,820",,"$0","$0","$575,972","$0","$0","$575,972","$1,055,388","$5,754,037","0","$0","$0","Restricted for future redevelopment project costs","$5,754,037","$0"
"T-127","87th/Cottage Grove","2021","$6,641,664","$2,654,367","$33,155,580","$18,919","$729,463","$0","$0","$0","$0","$0","$0","$0","$1,375,000",,"$0","$0","$269,119","$0","$0","$269,119","$2,404,167","$9,045,831","0","$0","$0","Restricted for future redevelopment project costs","$9,045,831","$0"
"T-128","Commercial Avenue","2021","$11,520,594","$2,154,787","$24,538,035","$12,006","$1,240,676","$0","$0","$0","$0","$0","$0","$0","$0",,"$0","$0","$477,036","$0","$0","$477,036","$1,689,757","$13,210,351","0","$0","$0","Restricted for future redevelopment project costs","$13,210,351","$0"
"T-129","Diversey/Narragansett","2021","$5,417,126","$3,066,237","$35,420,486","$-8,112","$477,260","$0","$0","$0","$0","$0","$0","$0","$0",,"$0","$0","$2,171,935","$0","$0","$2,171,935","$886,190","$6,303,316","0","$0","$0","Restricted for future redevelopment project costs","$6,303,316","$0"
"T-130","Edgewater/Ashland","2021","$6,372,473","$459,809","$9,279,876","$-2,439","$710,919","$0","$0","$0","$0","$0","$0","$0","$1,400,000",,"$0","$0","$8,814","$231,048","$0","$239,862","$217,508","$6,589,981","0","$0","$0","Restricted for future redevelopment project costs","$5,949,481","$640,500"
"T-131","35th/State","2021","$3,144,881","$2,742,330","$24,482,128","$7,330","$321,931","$0","$0","$0","$0","$0","$0","$0","$3,500,000","$41,491","$0","$0","$2,266,252","$0","$0","$2,266,252","$483,408","$3,628,289","0","$0","$0","Restricted for future redevelopment project costs","$3,628,289","$0"
"T-133","83rd/Stewart","2021","$1,740,122","$1,316,653","$12,123,451","$-12,547","$100,326","$0","$0","$0","$0","$0","$0","$0","$0","$64,052","$0","$0","$1,316,505","$0","$0","$1,316,505","$-12,399","$1,727,723","0","$0","$0","Restricted for future redevelopment project costs","$1,727,723","$0"
"T-134","Devon/Sheridan","2021","$3,880,728","$1,848,000","$11,897,085","$2,720","$509,966","$0","$0","$0","$0","$0","$0","$1,979,212","$7,985,709","$500,000","$0","$0","$3,338,746","$0","$0","$3,338,746","$491,186","$4,371,914","0","$0","$0","Restricted for future redevelopment project costs","$4,371,914","$0"
"T-135","Pratt/Ridge Industrial Park Conservation Area","2021","$2,869,700","$854,976","$4,514,112","$5,168","$212,221","$0","$0","$0","$0","$0","$0","$0","$0",,"$0","$0","$10,830","$0","$0","$10,830","$849,314","$3,719,014","0","$0","$0","Restricted for future redevelopment project costs","$3,719,014","$0"
"T-136","47th/State","2021","$14,853,747","$2,538,949","$24,984,893","$12,709","$1,393,157","$0","$0","$0","$0","$0","$0","$0","$0",,"$0","$0","$441,970","$0","$0","$441,970","$2,109,688","$16,963,435","0","$0","$0","Restricted for future redevelopment project costs","$16,963,435","$0"
"T-140","79th/Cicero","2021","$1,010,162","$613,291","$7,155,535","$-3,623","$69,215","$0","$0","$0","$0","$0","$0","$0","$0",,"$0","$0","$584,994","$0","$0","$584,994","$24,674","$1,034,836","0","$0","$0","Restricted for future redevelopment project costs","$1,034,836","$0"
"T-141","26th/King Drive","2021","$3,385,517","$973,897","$10,163,969","$9,009","$215,689","$0","$0","$0","$0","$0","$0","$0","$0",,"$0","$0","$14,268","$0","$0","$14,268","$968,638","$4,354,155","0","$0","$0","Restricted for future redevelopment project costs","$4,354,155","$0"
"T-142","Western/Rock Island","2021","$3,313,247","$1,354,603","$17,066,278","$12,856","$343,145","$0","$0","$0","$0","$0","$0","$0","$6,031,115","$0","$0","$0","$174,199","$0","$0","$174,199","$1,193,260","$4,506,507","0","$0","$0","Restricted for future redevelopment project costs","$4,506,507","$0"
"T-143","63rd/Ashland","2021","$5,052,905","$1,003,334","$10,729,842","$7,939","$517,228","$0","$0","$0","$0","$0","$0","$0","$5,400,000","$5,452","$0","$0","$170,684","$0","$0","$170,684","$840,589","$5,893,494","0","$0","$0","Restricted for future redevelopment project costs","$5,893,494","$0"
"T-144","Harrison/Central","2021","$1,095,121","$266,833","$5,143,592","$-1,246","$157,668","$0","$0","$0","$0","$0","$0","$0","$7,925,254","$1,000,000","$0","$0","$100,936","$0","$0","$100,936","$164,651","$1,259,772","0","$0","$0","Restricted for future redevelopment project costs","$1,259,772","$0"
"T-145","73rd/University","2021","$2,043,752","$581,411","$6,226,470","$5,267","$191,467","$0","$0","$0","$0","$0","$0","$0","$0","$2,815","$0","$0","$434,402","$0","$0","$434,402","$152,276","$2,196,028","0","$0","$0","Restricted for future redevelopment project costs","$2,196,028","$0"
"T-146","Touhy/Western","2021","$2,082,210","$1,060,676","$6,689,705","$7,752","$989,079","$0","$0","$0","$29,259,204","$0","$0","$3,076,677","$26,902,716","$717,428","$0","$0","$1,606,994","$0","$0","$1,606,994","$2,618,953","$4,701,163","0","$24,535,000","$2,407,141","Restricted for future redevelopment project costs","$2,294,022","$0"
"T-147","LaSalle Central","2021","$121,182,204","$151,520,861","$638,411,008","$203,116","$8,761,115","$0","$0","$0","$0","$0","$0","$0","$9,232,000","$236","$0","$0","$13,083,474","$62,844,432","$0","$75,927,906","$75,796,071","$196,978,275","0","$0","$0","Restricted for future redevelopment project costs","$98,199,875","$98,778,400"
"T-149","Stevenson Brighton","2021","$11,265,484","$4,884,167","$26,752,006","$7,812","$749,214","$0","$0","$0","$0","$0","$0","$0","$9,300,000",,"$0","$0","$7,331,738","$0","$0","$7,331,738","$-2,439,759","$8,825,725","0","$0","$0","Restricted for future redevelopment project costs","$8,825,725","$0"
"T-150","Addison South","2021","$12,748,969","$6,692,920","$46,551,947","$-11,242","$1,278,699","$0","$0","$0","$0","$0","$0","$0","$0","$4,331","$0","$0","$844,558","$3,527,529","$0","$4,372,087","$2,309,591","$15,058,560","0","$0","$0","Restricted for future redevelopment project costs","$8,815,360","$6,243,200"
"T-151","Armitage/Pulaski","2021","$1,161,154","$198,411","$2,492,927","$-278","$115,328","$0","$0","$0","$0","$0","$0","$0","$0",,"$0","$0","$306,834","$0","$0","$306,834","$-108,701","$1,052,453","0","$0","$0","Restricted for future redevelopment project costs","$1,052,453","$0"
"T-152","Little Village Industrial Corridor","2021","$1,018,729","$1,406,584","$3,619,009","$5,612","$146,265","$0","$0","$0","$0","$0","$0","$0","$0",,"$0","$0","$149,886","$0","$0","$149,886","$1,262,310","$2,281,039","0","$0","$0","Restricted for future redevelopment project costs","$2,281,039","$0"
"T-153","Elston/Armstrong Industrial Corridor","2021","$2,756,174","$1,189,955","$6,487,432","$6,342","$200,626","$0","$0","$0","$0","$0","$0","$0","$0","$18,864","$0","$0","$424,270","$0","$0","$424,270","$772,027","$3,528,201","0","$0","$0","Restricted for future redevelopment project costs","$3,528,201","$0"
"T-155","79th/Vincennes","2021","$3,623,682","$411,243","$3,878,187","$1,853","$288,872","$0","$0","$0","$0","$0","$0","$0","$1,000,000",,"$0","$0","$71,986","$0","$0","$71,986","$341,110","$3,964,792","0","$0","$0","Restricted for future redevelopment project costs","$3,964,792","$0"
"T-156","Austin Commercial","2021","$6,243,133","$1,549,122","$14,465,405","$2,554","$579,448","$0","$0","$0","$0","$0","$0","$3,000,000","$3,235,000",,"$0","$0","$2,074,015","$0","$0","$2,074,015","$2,477,661","$8,720,794","0","$0","$0","Restricted for future redevelopment project costs","$8,720,794","$0"
"T-157","Hollywood/Sheridan","2021","$2,286,238","$1,554,879","$5,638,783","$49,398","$281,538","$0","$0","$0","$0","$0","$0","$13,368,424","$53,456,476",,"$0","$0","$13,322,666","$0","$0","$13,322,666","$1,650,035","$3,936,273","0","$0","$0","Restricted for future redevelopment project costs","$3,936,273","$0"
"T-160","Kennedy/Kimball","2021","$2,624,733","$1,379,144","$4,528,317","$11,846","$139,689","$0","$0","$0","$0","$0","$0","$0","$0","$72,767","$0","$0","$159,906","$0","$0","$159,906","$1,231,084","$3,855,817","0","$0","$0","Restricted for future redevelopment project costs","$3,837,917","$17,900"
"T-161","Ogden/Pulaski","2021","$5,408,078","$165,653","$7,928,487","$4,016","$520,069","$0","$0","$800,000","$800,000","$0","$0","$0","$3,485,500",,"$0","$0","$488,863","$0","$0","$488,863","$480,806","$5,888,884","0","$0","$0","Restricted for future redevelopment project costs","$5,888,884","$0"
"T-163","Archer/Western","2021","$1,319,938","$1,639,714","$4,967,770","$13,221","$156,350","$0","$0","$0","$0","$0","$0","$5,770,000","$7,970,000",,"$0","$0","$2,238,530","$0","$0","$2,238,530","$5,184,405","$6,504,343","0","$0","$0","Restricted for future redevelopment project costs","$6,504,343","$0"
"T-164","Little Village East","2021","$1,536,689","$216,953","$777,404","$-2,161","$109,363","$0","$0","$0","$0","$0","$0","$0","$1,280,000",,"$0","$0","$499,605","$0","$0","$499,605","$-284,813","$1,251,876","0","$0","$0","Restricted for future redevelopment project costs","$1,251,876","$0"
"T-166","North Pullman","2021","$4,993,343","$3,506,484","$13,425,721","$-402","$301,936","$0","$0","$2,240,135","$2,240,135","$0","$0","$0","$18,476,284","$0","$0","$0","$3,873,378","$0","$0","$3,873,378","$1,872,839","$6,866,182","0","$0","$0","Restricted for future redevelopment project costs","$6,866,182","$0"
"T-167","Avondale","2021","$1,414,399","$205,181","$1,163,342","$904","$166,587","$0","$0","$0","$0","$0","$0","$0","$2,900,000",,"$0","$0","$122,353","$0","$0","$122,353","$83,732","$1,498,131","0","$0","$0","Restricted for future redevelopment project costs","$1,498,131","$0"
"T-169","Ewing Avenue","2021","$1,329,707","$330,890","$2,489,737","$2,909","$118,354","$0","$0","$0","$0","$0","$0","$0","$6,508,056","$0","$0","$0","$16,768","$0","$0","$16,768","$317,031","$1,646,738","0","$0","$0","Restricted for future redevelopment project costs","$1,646,738","$0"
"T-171","West Woodlawn","2021","$999,940","$85","$96,815","$-600","$68,913","$0","$0","$0","$0","$0","$0","$0","$2,300,000",,"$0","$0","$256,296","$0","$0","$256,296","$-256,811","$743,129","0","$0","$0","Restricted for future redevelopment project costs","$743,129","$0"
"T-172","Randolph/Wells","2021","$18,731,311","$14,349,414","$39,720,662","$-72,100","$359,873","$0","$0","$0","$0","$0","$0","$0","$29,632,000","$205,770","$0","$0","$175,555","$13,113,446","$0","$13,289,001","$988,313","$19,719,624","0","$0","$0","Restricted for future redevelopment project costs","$7,660,724","$12,058,900"
